Human Signaling Network,16-Jan-14,,,
8651,SOCS1,53833,IL20RB,Neg
9861,PSMD6,9978,RBX1,Pos
1454,CSNK1E,4950,OCLN,Pos
5700,PSMC1,246184,CDC26,Pos
23236,PLCB1,63928,CHP2,Phy
6654,SOS1,2113,ETS1,Pos
7094,TLN1,387,RHOA,Pos
5580,PRKCD,4067,LYN,Pos
4922,NTS,387,RHOA,Pos
92170,MTG1,387,RHOA,Pos
55740,ENAH,10095,ARPC1B,Pos
5731,PTGER1,2782,GNB1,Phy
207,AKT1,4303,FOXO4,Neg
2494,NR5A2,1588,CYP19A1,Pos
6714,SRC,4318,MMP9,Pos
5175,PECAM1,6714,SRC,Pos
9229,DLGAP1,4842,NOS1,Pos
1027,CDKN1B,898,CCNE1,Neg
6496,SIX3,1746,DLX2,Pos
26578,OSTF1,867,CBL,Phy
1846,DUSP4,5600,MAPK11,Neg
5292,PIM1,5610,EIF2AK2,Pos
8894,EIF2S2,6224,RPS20,Pos
10592,SMC2,64151,NCAPG,Phy
1950,EGF,5921,RASA1,Pos
137075,CLDN23,9074,CLDN6,Phy
6231,RPS26,6217,RPS16,Phy
604,BCL6,3565,IL4,Neg
81,ACTN4,8396,PIP4K2B,Phy
55835,CENPJ,54820,NDE1,Phy
197131,UBR1,5716,PSMD10,Phy
640,BLK,25,ABL1,Pos
3091,HIF1A,665,BNIP3L,Pos
4254,KITLG,2549,GAB1,Pos
5617,PRL,1956,EGFR,Pos
6142,RPL18A,6202,RPS8,Phy
5691,PSMB3,5698,PSMB9,Phy
6122,RPL3,6209,RPS15,Phy
4085,MAD2L1,701,BUB1B,Phy
5576,PRKAR2A,387,RHOA,Pos
7297,TYK2,6776,STAT5A,Pos
4790,NFKB1,7032,TFF2,Pos
3371,TNC,3690,ITGB3,Pos
3678,ITGA5,961,CD47,Phy
5700,PSMC1,7189,TRAF6,Phy
50818,PKC,10235,RASGRP2,Pos
6258,RXRG,8309,ACOX2,Pos
7357,UGCG,5243,ABCB1,Pos
246184,CDC26,9820,CUL7,Phy
5577,PRKAR2B,22994,AZI1,Phy
7124,TNF,2247,FGF2,Pos
147746,HIPK4,65056,GPBP1,Pos
153090,DAB2IP,4217,MAP3K5,Pos
5704,PSMC4,5706,PSMC6,Phy
998,CDC42,999,CDH1,Neg
7032,TFF2,1499,CTNNB1,Pos
1906,EDN1,4878,NPPA,Pos
5108,PCM1,10733,PLK4,Phy
4609,MYC,7422,VEGFA,Pos
4828,NMB,2922,GRP,Pos
5563,PRKAA2,745,MYRF,Pos
6601,SMARCC2,2960,GTF2E1,Pos
156,ADRBK1,1230,CCR1,Pos
2932,GSK3B,207,AKT1,Pos
5581,PRKCE,7414,VCL,Pos
58477,SRPRB,1650,DDOST,Pos
6850,SYK,2274,FHL2,Pos
348995,NUP43,6635,SNRPE,Pos
2671,GFER,7124,TNF,Pos
5894,RAF1,10016,PDCD6,Pos
1956,EGFR,843,CASP10,Pos
5290,PIK3CA,9771,RAPGEF5,Phy
4690,NCK1,5921,RASA1,Phy
3416,IDE,5700,PSMC1,Phy
5690,PSMB2,5715,PSMD9,Phy
3565,IL4,5770,PTPN1,Pos
2068,ERCC2,5432,POLR2C,Pos
1949,EFNB3,5879,RAC1,Pos
8648,NCOA1,4089,SMAD4,Pos
4734,NEDD4,5156,PDGFRA,Neg
9020,MAP3K14,3141,HLCS,Pos
3815,KIT,8643,PTCH2,Phy
3480,IGF1R,5894,RAF1,Pos
919,CD247,941,CD80,Neg
2735,GLI1,7480,WNT10B,Pos
6195,RPS6KA1,572,BAD,Neg
208,AKT2,5294,PIK3CG,Phy
3930,LBR,221549,MICC,Pos
777,CACNA1E,8912,CACNA1H,Phy
4193,MDM2,5979,RET,Neg
5588,PRKCQ,7430,EZR,Pos
5500,PPP1CB,103910,MYL12B,Neg
5451,POU2F1,3122,HLA-DRA,Neg
2189,FANCG,2189,FANCG,Pos
8663,EIF3C,3646,EIF3E,Phy
5578,PRKCA,23523,CABIN1,Pos
10188,TNK2,1111,CHEK1,Pos
2207,FCER1G,2241,FER,Pos
8312,AXIN1,23499,MACF1,Pos
5590,PRKCZ,6196,RPS6KA2,Pos
1601,DAB2,7040,TGFB1,Phy
3416,IDE,5707,PSMD1,Phy
10006,ABI1,55845,C3orf10,Phy
2885,GRB2,7409,VAV1,Phy
6608,SMO,2735,GLI1,Pos
7979,SHFM1,8881,CDC16,Pos
122011,CSNK1A1L,2737,GLI3,Neg
1906,EDN1,2919,CXCL1,Pos
2335,FN1,58,ACTA1,Phy
4780,NFE2L2,2729,GCLC,Pos
10454,MAP3K7IP1,23085,ERC1,Pos
898,CCNE1,1017,CDK2,Phy
11009,IL24,53833,IL20RB,Pos
3688,ITGB1,2309,FOXO3,Pos
2534,FYN,1942,EFNA1,Neg
5743,PTGS2,5594,MAPK1,Neg
6555,SLC10A2,5711,PSMD5,Phy
3952,LEP,1588,CYP19A1,Pos
10399,GNB2L1,5581,PRKCE,Phy
4242,MFNG,4851,NOTCH1,Pos
2773,GNAI3,196883,ADCY4,Neg
8912,CACNA1H,775,CACNA1C,Phy
6188,RPS3,6191,RPS4X,Phy
2071,ERCC3,2073,ERCC5,Phy
5600,MAPK11,1386,ATF2,Pos
960,CD44,2059,EPS8,Pos
5705,PSMC5,5700,PSMC1,Phy
7033,TFF3,6654,SOS1,Pos
8626,TP63,3552,IL1A,Pos
7163,TPD52,367,AR,Pos
5664,PSEN2,4855,NOTCH4,Pos
6175,RPLP0,6228,RPS23,Phy
4057,LTF,3439,IFNA1,Pos
5563,PRKAA2,57057,TBX20,Pos
2339,FNTA,7046,TGFBR1,Phy
998,CDC42,1956,EGFR,Neg
6464,SHC1,5599,MAPK8,Pos
2263,FGFR2,4318,MMP9,Pos
3717,JAK2,3566,IL4R,Phy
163688,CALML6,107,ADCY1,Pos
2475,MTOR,79109,MAPKAP1,Phy
375,ARF1,6188,RPS3,Pos
1387,CREBBP,6446,SGK1,Pos
5699,PSMB10,920,CD4,Pos
836,CASP3,10319,LAMC3,Pos
6616,SNAP25,10815,CPLX1,Phy
6157,RPL27A,6233,RPS27A,Phy
8480,RAE1,79833,GEMIN6,Pos
823,CAPN1,5581,PRKCE,Neg
6124,RPL4,6167,RPL37,Phy
51434,ANAPC7,246184,CDC26,Pos
9712,USP6NL,2059,EPS8,Pos
4909,NTF4,4915,NTRK2,Phy
71,ACTG1,79784,MYH14,Phy
5170,PDPK1,1936,EEF1D,Pos
7507,XPA,2072,ERCC4,Pos
5618,PRLR,1447,CSN2,Pos
551,AVP,1906,EDN1,Pos
131873,COL6A6,6383,SDC2,Pos
8554,PIAS1,354,KLK3,Pos
5686,PSMA5,80227,PAAF1,Phy
1616,DAXX,6548,SLC9A1,Pos
5347,PLK1,9055,PRC1,Phy
23198,PSME4,5686,PSMA5,Phy
3107,HLA-C,3802,KIR2DL1,Pos
3397,ID1,6938,TCF12,Phy
25780,RASGRP3,27092,CACNG4,Phy
7082,TJP1,9074,CLDN6,Phy
122809,SOCS4,4352,MPL,Neg
8743,TNFSF10,5295,PIK3R1,Pos
56924,PAK6,5894,RAF1,Pos
953,ENTPD1,5027,P2RX7,Neg
10142,AKAP9,8481,OFD1,Phy
9241,NOG,1386,ATF2,Neg
2033,EP300,2645,GCK,Pos
4804,NGFR,5290,PIK3CA,Pos
10213,PSMD14,29945,ANAPC4,Pos
5439,POLR2J,9611,NCOR1,Phy
3635,INPP5D,4067,LYN,Phy
4067,LYN,1956,EGFR,Pos
983,CDK1,1069,CETN2,Phy
1235,CCR6,2773,GNAI3,Pos
5713,PSMD7,8454,CUL1,Pos
5583,PRKCH,6915,TBXA2R,Neg
1843,DUSP1,1586,CYP17A1,Pos
8554,PIAS1,1030,CDKN2B,Pos
1933,EEF1B2,1933,EEF1B2,Pos
2260,FGFR1,2549,GAB1,Phy
3039,HBA1,6191,RPS4X,Phy
6555,SLC10A2,9861,PSMD6,Phy
6189,RPS3A,6224,RPS20,Phy
116832,RPL39L,6235,RPS29,Phy
5689,PSMB1,5701,PSMC2,Phy
6872,TAF1,6880,TAF9,Phy
675,BRCA2,4088,SMAD3,Pos
4602,MYB,10043,TOM1,Pos
8626,TP63,624,BDKRB2,Pos
6374,CXCL5,1524,CX3CR1,Pos
6495,SIX1,6299,SALL1,Pos
7157,TP53,5888,RAD51,Pos
5603,MAPK13,4208,MEF2C,Pos
11224,RPL35,6143,RPL19,Phy
1983,EIF5,6235,RPS29,Pos
5706,PSMC6,5717,PSMD11,Phy
645,BLVRB,2688,GH1,Neg
2833,CXCR3,2770,GNAI1,Pos
11224,RPL35,3039,HBA1,Phy
93649,MYOCD,6876,TAGLN,Pos
6160,RPL31,6233,RPS27A,Phy
5432,POLR2C,8932,MBD2,Phy
63928,CHP2,6548,SLC9A1,Neg
79885,HDAC11,83933,HDAC10,Phy
10213,PSMD14,5701,PSMC2,Phy
51564,HDAC7,55869,HDAC8,Phy
6885,MAP3K7,1386,ATF2,Pos
8737,RIPK1,4214,MAP3K1,Pos
3565,IL4,3717,JAK2,Phy
8202,NCOA3,7031,TFF1,Pos
6181,RPLP2,6194,RPS6,Phy
646821,LOC646821,7117,TMSL3,Phy
5581,PRKCE,5782,PTPN12,Pos
8520,HAT1,9541,CIR1,Phy
10451,VAV3,5880,RAC2,Pos
867,CBL,50615,IL21R,Neg
7057,THBS1,6382,SDC1,Pos
5216,PFN1,55740,ENAH,Phy
4193,MDM2,4194,MDM4,Pos
10142,AKAP9,5501,PPP1CC,Phy
123920,CMTM3,29760,BLNK,Phy
7132,TNFRSF1A,6416,MAP2K4,Pos
1740,DLG2,2064,ERBB2,Phy
6122,RPL3,6169,RPL38,Phy
7482,WNT2B,11211,FZD10,Pos
836,CASP3,3915,LAMC1,Pos
7277,TUBA4A,1778,DYNC1H1,Phy
5296,PIK3R2,5336,PLCG2,Pos
868,CBLB,207,AKT1,Pos
7295,TXN,2861,GPR37,Neg
8626,TP63,1959,EGR2,Pos
1845,DUSP3,5602,MAPK10,Neg
4659,PPP1R12A,103910,MYL12B,Neg
9149,DYRK1B,5599,MAPK8,Pos
655,BMP7,1017,CDK2,Neg
55970,GNG12,5296,PIK3R2,Pos
388531,RGS9BP,2779,GNAT1,Pos
5707,PSMD1,5718,PSMD12,Phy
6362,CCL18,2829,XCR1,Pos
3416,IDE,6622,SNCA,Neg
207,AKT1,9175,MAP3K13,Pos
2688,GH1,5335,PLCG1,Pos
80227,PAAF1,5887,RAD23B,Phy
9820,CUL7,8881,CDC16,Phy
6833,ABCC8,6833,ABCC8,Pos
3320,HSP90AA1,5747,PTK2,Pos
2324,FLT4,58,ACTA1,Pos
5599,MAPK8,8660,IRS2,Neg
5718,PSMD12,996,CDC27,Pos
6210,RPS15A,6224,RPS20,Phy
8945,BTRC,4089,SMAD4,Neg
56848,SPHK2,7297,TYK2,Phy
6654,SOS1,1796,DOK1,Pos
207,AKT1,11244,ZHX1,Pos
10454,MAP3K7IP1,9020,MAP3K14,Pos
5716,PSMD10,7157,TP53,Neg
23236,PLCB1,5579,PRKCB,Pos
5691,PSMB3,9690,UBE3C,Phy
2071,ERCC3,5439,POLR2J,Pos
8655,DYNLL1,1454,CSNK1E,Phy
55120,FANCL,29089,UBE2T,Phy
5566,PRKACA,2554,GABRA1,Neg
207,AKT1,6649,SOD3,Neg
79654,HECTD3,10393,ANAPC10,Phy
5894,RAF1,8048,CSRP3,Pos
8555,CDC14B,11065,UBE2C,Pos
25798,BRI3,9445,ITM2B,Neg
5328,PLAU,1956,EGFR,Pos
11218,DDX20,4233,MET,Phy
8661,EIF3A,8665,EIF3F,Phy
4772,NFATC1,1906,EDN1,Pos
1965,EIF2S1,6232,RPS27,Phy
3551,IKBKB,5588,PRKCQ,Phy
5903,RANBP2,9883,POM121,Phy
163688,CALML6,5534,PPP3R1,Pos
836,CASP3,331,XIAP,Neg
2242,FES,3572,IL6ST,Phy
4751,NEK2,10540,DCTN2,Phy
1965,EIF2S1,3039,HBA1,Phy
6124,RPL4,6206,RPS12,Phy
1019,CDK4,10741,RBBP9,Pos
5879,RAC1,5580,PRKCD,Pos
7040,TGFB1,650,BMP2,Neg
6198,RPS6KB1,2017,CTTN,Pos
414062,CCL3L3,10663,CXCR6,Pos
2073,ERCC5,5887,RAD23B,Pos
26471,NUPR1,4773,NFATC2,Pos
4968,OGG1,5893,RAD52,Neg
857,CAV1,4323,MMP14,Neg
8993,PGLYRP1,9235,IL32,Pos
9612,NCOR2,4208,MEF2C,Neg
85440,DOCK7,998,CDC42,Pos
5781,PTPN11,6772,STAT1,Neg
10284,SAP18,4089,SMAD4,Neg
2534,FYN,5581,PRKCE,Pos
4690,NCK1,10298,PAK4,Pos
3791,KDR,6654,SOS1,Pos
9529,BAG5,5071,PARK2,Pos
6156,RPL30,6229,RPS24,Phy
2829,XCR1,408,ARRB1,Phy
5911,RAP2A,8819,SAP30,Phy
6776,STAT5A,10062,NR1H3,Neg
2033,EP300,55534,MAML3,Phy
3458,IFNG,3383,ICAM1,Pos
843,CASP10,7157,TP53,Pos
5694,PSMB6,7337,UBE3A,Phy
207,AKT1,836,CASP3,Pos
1445,CSK,2909,GRLF1,Pos
7050,TGIF1,354,KLK3,Neg
10928,RALBP1,5880,RAC2,Neg
5741,PTH,5319,PLA2G1B,Pos
3556,IL1RAP,7850,IL1R2,Phy
79959,CEP76,203068,TUBB,Phy
387,RHOA,207,AKT1,Neg
9702,CEP57,22897,CEP164,Phy
926,CD8B,27040,LAT,Pos
4067,LYN,5291,PIK3CB,Pos
3688,ITGB1,2885,GRB2,Pos
5777,PTPN6,974,CD79B,Neg
6135,RPL11,4193,MDM2,Neg
5532,PPP3CB,805,CALM2,Phy
50818,PKC,1605,DAG1,Pos
5526,PPP2R5B,8313,AXIN2,Phy
51588,PIAS4,8204,NRIP1,Phy
84254,CAMKK1,23676,SMPX,Pos
1311,COMP,3685,ITGAV,Pos
23595,ORC3L,4176,MCM7,Phy
5970,RELA,3605,IL17A,Pos
6141,RPL18,6208,RPS14,Phy
10563,CXCL13,1524,CX3CR1,Pos
10681,GNB5,8503,PIK3R3,Pos
1945,EFNA4,1969,EPHA2,Pos
1983,EIF5,6218,RPS17,Pos
5970,RELA,2277,FIGF,Pos
157,ADRBK2,729230,CCR2,Pos
1022,CDK7,6118,RPA2,Pos
6667,SP1,1719,DHFR,Pos
1508,CTSB,3827,KNG1,Pos
624,BDKRB2,2776,GNAQ,Pos
388372,CCL4L2,10803,CCR9,Pos
4209,MEF2D,4654,MYOD1,Phy
5737,PTGFR,2767,GNA11,Pos
5566,PRKACA,6794,STK11,Pos
23462,HEY1,3791,KDR,Neg
1432,MAPK14,4772,NFATC1,Neg
5609,MAP2K7,55616,ASAP3,Pos
3689,ITGB2,3689,ITGB2,Phy
10393,ANAPC10,9232,PTTG1,Neg
4089,SMAD4,3586,IL10,Pos
55970,GNG12,10298,PAK4,Pos
64750,SMURF2,652799,LOC652799,Neg
4915,NTRK2,57498,KIDINS220,Pos
5914,RARA,207,AKT1,Pos
5686,PSMA5,6923,TCEB2,Pos
3592,IL12A,356,FASLG,Pos
2885,GRB2,2066,ERBB4,Phy
3055,HCK,5801,PTPRR,Phy
1906,EDN1,1234,CCR5,Phy
4254,KITLG,1440,CSF3,Pos
5707,PSMD1,3416,IDE,Phy
2290,FOXG1,4088,SMAD3,Phy
966,CD59,733,C8G,Neg
9021,SOCS3,149233,IL23R,Neg
3560,IL2RB,387,RHOA,Pos
6191,RPS4X,7314,UBB,Phy
3320,HSP90AA1,7015,TERT,Phy
7478,WNT8A,8322,FZD4,Pos
5602,MAPK10,4205,MEF2A,Pos
3557,IL1RN,3656,IRAK2,Neg
5606,MAP2K3,5594,MAPK1,Pos
595,CCND1,6772,STAT1,Neg
2768,GNA12,999,CDH1,Pos
3570,IL6R,3718,JAK3,Pos
65125,WNK1,51684,SUFU,Pos
5371,PML,7341,SUMO1,Phy
9518,GDF15,1958,EGR1,Pos
6387,CXCL12,1230,CCR1,Pos
658,BMPR1B,56957,OTUD7B,Pos
246184,CDC26,51343,FZR1,Pos
904,CCNT1,790,CAD,Pos
5154,PDGFA,56848,SPHK2,Pos
23511,NUP188,81929,SEH1L,Phy
5578,PRKCA,2002,ELK1,Pos
3912,LAMB1,2017,CTTN,Pos
5347,PLK1,10733,PLK4,Phy
8021,NUP214,11097,NUPL2,Phy
10663,CXCR6,2771,GNAI2,Pos
6425,SFRP5,81029,WNT5B,Neg
55970,GNG12,56924,PAK6,Pos
85407,NKD1,1855,DVL1,Neg
7535,ZAP70,7410,VAV2,Phy
1195,CLK1,153527,ZMAT2,Pos
51035,UBXN1,197131,UBR1,Phy
4316,MMP7,4312,MMP1,Pos
55851,PSENEN,1499,CTNNB1,Neg
6696,SPP1,2354,FOSB,Pos
2512,FTL,6147,RPL23A,Phy
7472,WNT2,11211,FZD10,Pos
5139,PDE3A,5577,PRKAR2B,Phy
3921,RPSA,6159,RPL29,Phy
5683,PSMA2,5696,PSMB8,Phy
5156,PDGFRA,5747,PTK2,Pos
991,CDC20,9133,CCNB2,Neg
840,CASP7,58155,PTBP2,Pos
7157,TP53,8493,PPM1D,Pos
7484,WNT9B,7976,FZD3,Pos
3315,HSPB1,5700,PSMC1,Phy
551,AVP,5328,PLAU,Neg
3280,HES1,6774,STAT3,Phy
808,CALM3,107,ADCY1,Pos
2968,GTF2H4,6884,TAF13,Phy
5578,PRKCA,4133,MAP2,Pos
2782,GNB1,5335,PLCG1,Pos
55620,STAP2,3976,LIF,Pos
4793,NFKBIB,5970,RELA,Phy
3560,IL2RB,896,CCND3,Pos
4882,NPR2,8725,URI1,Pos
7049,TGFBR3,7048,TGFBR2,Phy
1386,ATF2,9021,SOCS3,Pos
6141,RPL18,6157,RPL27A,Phy
2033,EP300,3091,HIF1A,Phy
7157,TP53,64326,RFWD2,Pos
1956,EGFR,6772,STAT1,Pos
1104,RCC1,23165,NUP205,Pos
10235,RASGRP2,776,CACNA1D,Phy
10398,MYL9,57530,CGN,Phy
285704,RGMB,658,BMPR1B,Phy
5590,PRKCZ,7189,TRAF6,Phy
6846,XCL2,7852,CXCR4,Pos
4296,MAP3K11,4089,SMAD4,Pos
1616,DAXX,356,FASLG,Phy
1490,CTGF,4790,NFKB1,Pos
5566,PRKACA,2776,GNAQ,Pos
3315,HSPB1,5688,PSMA7,Phy
7531,YWHAE,55755,CDK5RAP2,Phy
846,CASR,2534,FYN,Pos
4209,MEF2D,2101,ESRRA,Pos
5292,PIM1,6663,SOX10,Pos
7048,TGFBR2,2273,FHL1,Pos
3654,IRAK1,5970,RELA,Pos
9690,UBE3C,8881,CDC16,Pos
1284,COL4A2,3679,ITGA7,Pos
5702,PSMC3,5693,PSMB5,Phy
2512,FTL,6233,RPS27A,Phy
5154,PDGFA,3552,IL1A,Pos
7846,TUBA1A,8636,SSNA1,Phy
5111,PCNA,2237,FEN1,Pos
468,ATF4,5741,PTH,Neg
8803,SUCLA2,55361,PI4K2A,Pos
166,AES,6929,TCF3,Phy
1280,COL2A1,6385,SDC4,Pos
5682,PSMA1,9491,PSMF1,Phy
55509,BATF3,3558,IL2,Neg
5682,PSMA1,5715,PSMD9,Phy
5063,PAK3,2017,CTTN,Pos
7534,YWHAZ,7532,YWHAG,Pos
6156,RPL30,6189,RPS3A,Phy
2318,FLNC,3679,ITGA7,Phy
3060,HCRT,3062,HCRTR2,Pos
10197,PSME3,64682,ANAPC1,Pos
3667,IRS1,3480,IGF1R,Phy
5687,PSMA6,11047,ADRM1,Phy
5573,PRKAR1A,23209,MLC1,Neg
2959,GTF2B,6882,TAF11,Phy
10926,DBF4,4175,MCM6,Pos
9631,NUP155,4686,NCBP1,Pos
7531,YWHAE,55142,HAUS2,Phy
8772,FADD,5594,MAPK1,Pos
56963,RGMA,4093,SMAD9,Pos
5575,PRKAR1B,4842,NOS1,Neg
5579,PRKCB,3082,HGF,Neg
328,APEX1,10714,POLD3,Phy
3565,IL4,4586,MUC5AC,Pos
5600,MAPK11,3856,KRT8,Pos
6258,RXRG,2712,GK2,Pos
3845,KRAS,7534,YWHAZ,Pos
7449,VTNR,5743,PTGS2,Pos
3663,IRF5,3569,IL6,Pos
920,CD4,1234,CCR5,Pos
5996,RGS1,3055,HCK,Neg
774,CACNA1B,784,CACNB3,Phy
4780,NFE2L2,836,CASP3,Pos
1639,DCTN1,9793,CKAP5,Phy
3458,IFNG,2056,EPO,Neg
3164,NR4A1,6197,RPS6KA3,Pos
177,AGER,3689,ITGB2,Phy
7124,TNF,27035,NOX1,Pos
56963,RGMA,652,BMP4,Phy
3679,ITGA7,5771,PTPN2,Pos
5588,PRKCQ,71,ACTG1,Pos
134728,IRAK1BP1,3654,IRAK1,Neg
5290,PIK3CA,5163,PDK1,Pos
2869,GRK5,2833,CXCR3,Pos
5300,PIN1,7040,TGFB1,Pos
5598,MAPK7,5801,PTPRR,Pos
1280,COL2A1,3680,ITGA9,Pos
3625,INHBB,90,ACVR1,Pos
356,FASLG,5609,MAP2K7,Pos
22954,TRIM32,4634,MYL3,Phy
9669,EIF5B,6147,RPL23A,Pos
5335,PLCG1,7410,VAV2,Pos
6880,TAF9,1647,GADD45A,Pos
3718,JAK3,53358,SHC3,Phy
22981,NINL,7277,TUBA4A,Phy
51433,ANAPC5,8881,CDC16,Pos
5602,MAPK10,4772,NFATC1,Pos
7057,THBS1,5054,SERPINE1,Pos
2101,ESRRA,4209,MEF2D,Neg
207,AKT1,1111,CHEK1,Pos
2534,FYN,948,CD36,Phy
2178,FANCE,2175,FANCA,Pos
2256,FGF11,5781,PTPN11,Phy
95681,TSGA14,11064,CEP110,Phy
7277,TUBA4A,10540,DCTN2,Phy
1906,EDN1,3569,IL6,Pos
6125,RPL5,6142,RPL18A,Phy
665,BNIP3L,598,BCL2L1,Neg
816,CAMK2B,5598,MAPK7,Pos
6176,RPLP1,6224,RPS20,Phy
5709,PSMD3,5719,PSMD13,Phy
1390,CREM,6770,STAR,Pos
2264,FGFR4,3280,HES1,Pos
9466,IL27RA,6772,STAT1,Pos
26291,FGF21,2263,FGFR2,Pos
3914,LAMB3,3673,ITGA2,Pos
1454,CSNK1E,6934,TCF7L2,Pos
1846,DUSP4,1432,MAPK14,Neg
57761,TRIB3,5519,PPP2R1B,Pos
7032,TFF2,317,APAF1,Neg
3910,LAMA4,960,CD44,Pos
5034,P4HB,2152,F3,Pos
4205,MEF2A,10014,HDAC5,Pos
51561,IL23A,3569,IL6,Pos
147,ADRA1B,94274,PPP1R14A,Phy
9146,HGS,58513,EPS15L1,Phy
3688,ITGB1,5582,PRKCG,Phy
2817,GPC1,6997,TDGF1,Phy
3439,IFNA1,60489,APOBEC3G,Pos
2817,GPC1,4067,LYN,Pos
5588,PRKCQ,5595,MAPK3,Pos
5054,SERPINE1,5328,PLAU,Neg
10197,PSME3,5698,PSMB9,Phy
7077,TIMP2,8434,RECK,Pos
10580,SORBS1,10174,SORBS3,Phy
801,CALM1,5137,PDE1C,Pos
4734,NEDD4,3791,KDR,Neg
5256,PHKA2,805,CALM2,Phy
5714,PSMD8,5705,PSMC5,Phy
6188,RPS3,6224,RPS20,Phy
8491,MAP4K3,4214,MAP3K1,Pos
974,CD79B,2475,MTOR,Pos
6146,RPL22,6210,RPS15A,Phy
2967,GTF2H3,6872,TAF1,Pos
6376,CX3CL1,1234,CCR5,Pos
9320,TRIP12,9978,RBX1,Pos
26270,FBXO6,6502,SKP2,Phy
1857,DVL3,57216,VANGL2,Phy
10926,DBF4,5111,PCNA,Pos
9564,BCAR1,2889,RAPGEF1,Pos
5566,PRKACA,6714,SRC,Pos
2264,FGFR4,5328,PLAU,Pos
6792,CDKL5,6945,MLX,Pos
1387,CREBBP,4691,NCL,Pos
5116,PCNT,22919,MAPRE1,Phy
5008,OSM,3976,LIF,Pos
3909,LAMA3,3676,ITGA4,Pos
7472,WNT2,2535,FZD2,Pos
3716,JAK1,5581,PRKCE,Pos
3320,HSP90AA1,7184,HSP90B1,Phy
50807,ASAP1,367,AR,Pos
5717,PSMD11,5689,PSMB1,Phy
22954,TRIM32,4620,MYH2,Phy
9560,CCL4L1,1237,CCR8,Pos
5894,RAF1,140809,SRXN1,Pos
3725,JUN,1027,CDKN1B,Neg
5521,PPP2R2B,673,BRAF,Pos
124220,ZG16B,7852,CXCR4,Pos
6361,CCL17,3577,CXCR1,Pos
51434,ANAPC7,8881,CDC16,Pos
51585,PCF11,1479,CSTF3,Pos
4254,KITLG,25759,SHC2,Pos
57132,CHMP1B,9525,VPS4B,Phy
727,C5,729,C6,Pos
5716,PSMD10,6921,TCEB1,Pos
1948,EFNB2,2047,EPHB1,Phy
23198,PSME4,5713,PSMD7,Phy
3932,LCK,1956,EGFR,Pos
51035,UBXN1,9690,UBE3C,Phy
6778,STAT6,3502,IGHG3,Pos
284217,LAMA1,7430,EZR,Phy
5724,PTAFR,9630,GNA14,Pos
5104,SERPINA5,7056,THBD,Neg
5521,PPP2R2B,7532,YWHAG,Neg
7124,TNF,5328,PLAU,Pos
1453,CSNK1D,80321,CEP70,Phy
26994,RNF11,8737,RIPK1,Neg
3932,LCK,4851,NOTCH1,Phy
10818,FRS2,1399,CRKL,Phy
2042,EPHA3,1398,CRK,Phy
8717,TRADD,8738,CRADD,Phy
54820,NDE1,10382,TUBB4,Phy
9320,TRIP12,1163,CKS1B,Pos
5691,PSMB3,5705,PSMC5,Phy
5925,RB1,3725,JUN,Pos
864,RUNX3,948,CD36,Neg
23411,SIRT1,55902,ACSS2,Pos
5580,PRKCD,3696,ITGB8,Pos
2017,CTTN,10094,ARPC3,Pos
5196,PF4,1230,CCR1,Pos
2068,ERCC2,5440,POLR2K,Pos
5880,RAC2,56924,PAK6,Pos
51564,HDAC7,8349,HIST2H2BE,Pos
1453,CSNK1D,55722,CEP72,Phy
6208,RPS14,7314,UBB,Phy
11200,CHEK2,11178,LZTS1,Pos
8911,CACNA1I,782,CACNB1,Phy
22995,CEP152,10142,AKAP9,Phy
8986,RPS6KA4,6196,RPS6KA2,Pos
1950,EGF,4790,NFKB1,Pos
1855,DVL1,5339,PLEC,Phy
2100,ESR2,2769,GNA15,Pos
6159,RPL29,6209,RPS15,Phy
5698,PSMB9,246184,CDC26,Pos
5465,PPARA,211,ALAS1,Pos
11047,ADRM1,8454,CUL1,Pos
5291,PIK3CB,207,AKT1,Pos
5594,MAPK1,7529,YWHAB,Neg
1022,CDK7,1017,CDK2,Neg
1956,EGFR,3911,LAMA5,Pos
3134,HLA-F,3806,KIR2DS1,Pos
23426,GRIP1,4089,SMAD4,Phy
54331,GNG2,5332,PLCB4,Pos
3265,HRAS,387,RHOA,Pos
4803,NGF,387,RHOA,Neg
26084,SGEF,391,RHOG,Pos
10451,VAV3,2885,GRB2,Phy
6164,RPL34,6232,RPS27,Phy
2885,GRB2,1956,EGFR,Pos
10103,TSPAN1,3674,ITGA2B,Phy
5519,PPP2R1B,58494,JAM2,Neg
7157,TP53,581,BAX,Pos
10891,PPARGC1A,5465,PPARA,Phy
6788,STK3,4776,NFATC4,Pos
1968,EIF2S3,6210,RPS15A,Phy
1456,CSNK1G3,26528,DAZAP1,Pos
5608,MAP2K6,5598,MAPK7,Pos
10399,GNB2L1,5588,PRKCQ,Phy
5718,PSMD12,5720,PSME1,Phy
5801,PTPRR,11143,MYST2,Pos
260425,MAGI3,89,ACTN3,Phy
369,ARAF,9667,SAFB2,Pos
2250,FGF5,4233,MET,Pos
3932,LCK,2113,ETS1,Pos
51371,POMP,80227,PAAF1,Phy
7027,TFDP1,890,CCNA2,Pos
150290,DUSP18,3672,ITGA1,Pos
3122,HLA-DRA,3458,IFNG,Pos
3480,IGF1R,56904,SH3GLB2,Phy
6169,RPL38,6192,RPS4Y1,Phy
